Overall Credit Risk Score,Months Since First Credit Account,Average Age of Credit Accounts,Number of Well-Maintained Accounts,Percentage of Accounts Never Late,Months Since Last Missed Payment,Percentage of Installment vs Revolving Loans,Time Since Last Credit Application,Credit Utilization Ratio,Number of Active Credit Cards/Lines,Loan Repaid
81.0,165.0,95.0,17.0,100.0,21.879546809779367,50.0,0.0,21.0,2.0,1
64.0,153.0,55.0,8.0,78.0,7.0,22.0,0.0,28.0,4.0,0
81.0,189.0,68.0,41.0,100.0,21.879546809779367,37.0,0.0,27.0,3.0,1
76.0,56.0,39.0,6.0,100.0,21.879546809779367,17.0,0.0,21.0,3.0,0
74.0,183.0,75.0,13.0,100.0,21.879546809779367,31.0,0.0,75.0,4.0,0
81.0,339.0,108.0,23.0,100.0,21.879546809779367,46.0,0.0,33.0,4.0,1
80.0,168.0,83.0,21.0,91.0,25.0,35.0,0.0,8.0,3.0,0
58.0,178.0,78.0,39.0,79.0,7.0,42.0,0.0,40.0,6.0,0
87.0,278.0,143.0,6.0,100.0,21.879546809779367,0.0,0.0,12.0,3.0,1
69.0,98.0,37.0,8.0,100.0,21.879546809779367,42.0,0.0,51.0,3.0,1
85.0,175.0,109.0,21.0,100.0,21.879546809779367,35.0,0.0,19.0,2.0,1
65.0,259.0,121.0,8.0,67.0,5.0,11.0,0.0,34.0,3.0,0
81.0,184.0,83.0,15.0,100.0,21.879546809779367,44.0,0.0,53.0,2.0,0
80.0,101.0,55.0,23.0,100.0,21.879546809779367,17.0,0.0,1.0,6.0,1
59.0,85.0,43.0,16.0,94.0,56.0,24.0,0.0,70.0,7.0,0
69.0,50.0,32.0,15.0,100.0,21.879546809779367,50.0,0.0,55.0,5.0,1
59.0,178.0,87.0,16.0,71.0,19.0,48.0,0.0,96.0,2.0,1
91.0,494.0,173.0,15.0,100.0,21.879546809779367,0.0,0.0,1.0,2.0,0
79.0,192.0,88.0,19.0,100.0,21.879546809779367,45.0,0.0,47.0,1.0,1
69.0,125.0,50.0,32.0,97.0,32.0,32.0,0.0,44.0,6.0,1
65.0,135.0,64.0,15.0,65.0,2.0,18.0,0.0,3.0,2.0,0
93.0,425.0,179.0,6.0,100.0,21.879546809779367,33.0,0.0,0.0,0.0,1
62.0,124.0,52.0,23.0,88.0,1.0,13.0,0.0,8.0,4.0,0
71.0,109.0,48.0,26.0,100.0,21.879546809779367,26.0,0.0,26.0,4.0,0
78.0,312.0,176.0,6.0,86.0,62.0,14.0,0.0,37.0,1.0,0
69.0,87.0,35.0,15.0,67.0,12.0,60.0,0.0,0.0,1.0,0
86.0,285.0,98.0,21.0,100.0,21.879546809779367,48.0,0.0,14.0,2.0,1
66.0,159.0,81.0,24.0,100.0,21.879546809779367,12.0,0.0,81.0,15.0,0
54.0,117.0,63.0,18.0,77.0,3.0,41.0,0.0,26.0,3.0,0
69.0,127.0,64.0,31.0,97.0,12.0,28.0,0.0,74.0,7.0,0
68.0,183.0,65.0,14.0,75.0,8.0,56.0,0.0,75.0,4.0,0
91.0,378.0,201.0,4.0,100.0,21.879546809779367,0.0,0.0,4.0,1.0,1
70.0,155.0,79.0,11.0,73.0,36.0,67.0,0.0,34.0,1.0,0
59.0,30.0,12.0,2.0,100.0,21.879546809779367,33.0,0.0,40.0,1.0,0
59.0,162.0,85.0,19.0,85.0,2.0,35.0,0.0,89.0,8.0,1
63.0,97.0,44.0,9.0,71.0,58.0,29.0,0.0,69.0,1.0,0
67.0,152.0,97.0,25.0,96.0,21.879546809779367,35.0,0.0,59.0,7.0,0
78.0,246.0,109.0,15.0,100.0,21.879546809779367,40.0,0.0,71.0,2.0,0
65.0,178.0,61.0,19.0,100.0,21.879546809779367,58.0,0.0,93.0,6.0,0
74.0,65.0,34.0,6.0,100.0,21.879546809779367,11.0,0.0,56.0,2.0,1
75.0,91.0,39.0,19.0,100.0,21.879546809779367,37.0,0.0,27.0,3.0,1
77.0,278.0,73.0,15.0,94.0,38.0,31.0,0.0,22.0,6.0,0
64.0,363.0,150.0,12.0,93.0,6.0,36.0,0.0,69.0,4.0,0
73.0,141.0,75.0,19.0,100.0,21.879546809779367,42.0,0.0,99.0,1.0,0
60.0,240.0,135.0,11.0,67.0,4.0,8.0,0.0,20.0,4.0,0
65.0,165.0,67.0,26.0,93.0,4.0,15.0,0.0,32.0,12.0,0
86.0,326.0,90.0,32.0,100.0,21.879546809779367,51.0,0.0,4.0,4.0,1
62.0,118.0,56.0,13.0,73.0,5.0,33.0,0.0,39.0,2.0,0
74.0,185.0,79.0,25.0,100.0,21.879546809779367,44.0,0.0,47.0,7.0,0
70.0,116.0,62.0,14.0,83.0,14.0,17.0,0.0,70.0,5.0,0
70.0,196.0,56.0,25.0,100.0,21.879546809779367,30.0,0.0,34.0,4.0,0
66.0,173.0,58.0,17.0,85.0,2.0,45.0,0.0,7.0,3.0,1
73.0,138.0,76.0,5.0,75.0,25.0,63.0,0.0,0.0,0.0,1
56.0,115.0,68.0,16.0,48.0,5.0,30.0,0.0,19.0,1.0,0
87.0,140.0,79.0,16.0,100.0,21.879546809779367,18.0,0.0,3.0,1.0,1
68.0,132.0,60.0,19.0,100.0,21.879546809779367,35.0,0.0,43.0,6.0,0
75.0,121.0,59.0,25.0,100.0,21.879546809779367,40.0,0.0,89.0,2.0,0
66.0,198.0,46.0,10.0,90.0,19.0,60.0,0.0,60.0,2.0,0
76.0,150.0,70.0,33.0,97.0,21.879546809779367,27.0,0.0,32.0,5.0,1
68.0,350.0,88.0,10.0,92.0,79.0,42.0,0.0,29.0,4.0,0
68.0,359.0,98.0,21.0,81.0,4.0,43.0,0.0,26.0,4.0,0
72.0,131.0,57.0,24.0,100.0,21.879546809779367,25.0,0.0,28.0,6.0,1
64.0,139.0,40.0,23.0,100.0,21.879546809779367,43.0,0.0,73.0,5.0,0
56.0,4.0,4.0,1.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
88.0,161.0,92.0,24.0,100.0,21.879546809779367,40.0,0.0,11.0,2.0,1
62.0,62.0,40.0,13.0,79.0,9.0,50.0,0.0,66.0,3.0,0
60.0,132.0,73.0,18.0,81.0,7.0,38.0,0.0,55.0,3.0,1
72.0,224.0,91.0,23.0,96.0,49.0,29.0,0.0,48.0,3.0,1
64.0,120.0,44.0,2.0,67.0,74.0,0.0,0.0,44.0,2.0,0
71.0,80.0,45.0,27.0,100.0,21.879546809779367,33.0,0.0,43.0,3.0,0
81.0,183.0,88.0,27.0,100.0,21.879546809779367,29.0,0.0,9.0,4.0,1
60.0,59.0,31.0,14.0,93.0,21.879546809779367,36.0,0.0,57.0,8.0,0
73.0,124.0,31.0,9.0,91.0,78.0,45.0,0.0,10.0,2.0,0
52.0,169.0,87.0,32.0,84.0,5.0,32.0,0.0,92.0,7.0,0
79.0,334.0,76.0,21.0,100.0,21.879546809779367,27.0,0.0,35.0,6.0,0
74.0,158.0,72.0,27.0,100.0,21.879546809779367,41.0,0.0,70.0,3.0,1
79.0,144.0,55.0,22.0,100.0,21.879546809779367,41.0,0.0,42.0,2.0,1
75.0,224.0,63.0,18.0,84.0,10.0,26.0,0.0,15.0,4.0,0
51.0,162.0,73.0,4.0,50.0,1.0,33.0,0.0,43.0,1.0,0
63.0,208.0,42.0,8.0,100.0,21.879546809779367,88.0,0.0,103.0,1.0,0
62.0,89.0,30.0,17.0,100.0,21.879546809779367,47.0,0.0,82.0,7.0,0
59.0,137.0,62.0,16.0,100.0,21.879546809779367,59.0,0.0,58.0,2.0,0
78.0,176.0,64.0,27.0,93.0,15.0,24.0,0.0,12.0,4.0,1
59.0,134.0,83.0,8.0,42.0,1.0,67.0,0.0,77.0,1.0,0
78.0,284.0,81.0,30.0,100.0,21.879546809779367,50.0,0.0,43.0,6.0,1
85.0,259.0,78.0,11.0,100.0,21.879546809779367,36.0,0.0,6.0,2.0,1
60.0,63.0,21.0,16.0,88.0,39.0,38.0,0.0,74.0,6.0,0
55.0,25.0,10.0,5.0,100.0,21.879546809779367,17.0,0.0,97.0,4.0,0
73.0,131.0,54.0,11.0,100.0,21.879546809779367,27.0,0.0,76.0,5.0,1
68.0,94.0,44.0,13.0,89.0,16.0,42.0,0.0,7.0,2.0,1
65.0,330.0,113.0,17.0,89.0,25.0,16.0,0.0,54.0,5.0,0
58.0,158.0,67.0,9.0,82.0,4.0,45.0,0.0,76.0,2.0,0
69.0,187.0,88.0,11.0,100.0,21.879546809779367,53.0,0.0,86.0,4.0,0
81.0,199.0,94.0,36.0,100.0,21.879546809779367,53.0,0.0,9.0,2.0,1
63.0,285.0,65.0,37.0,85.0,56.0,55.0,0.0,16.0,5.0,0
77.0,216.0,91.0,39.0,100.0,21.879546809779367,29.0,0.0,46.0,8.0,1
85.0,346.0,68.0,35.0,97.0,21.879546809779367,36.0,0.0,1.0,1.0,1
60.0,104.0,45.0,3.0,50.0,3.0,50.0,0.0,29.0,1.0,0
66.0,278.0,66.0,6.0,75.0,45.0,75.0,0.0,47.0,1.0,0
80.0,323.0,149.0,14.0,100.0,21.879546809779367,14.0,0.0,70.0,2.0,1
89.0,423.0,110.0,13.0,100.0,21.879546809779367,15.0,0.0,2.0,2.0,1
58.0,264.0,78.0,24.0,92.0,1.0,28.0,0.0,70.0,13.0,0
65.0,77.0,52.0,11.0,83.0,44.0,58.0,0.0,71.0,2.0,0
75.0,159.0,71.0,12.0,83.0,18.0,42.0,0.0,0.0,0.0,0
93.0,366.0,193.0,7.0,100.0,21.879546809779367,13.0,0.0,1.0,2.0,1
68.0,144.0,45.0,10.0,100.0,21.879546809779367,50.0,0.0,89.0,3.0,0
69.0,111.0,65.0,14.0,93.0,35.0,33.0,0.0,11.0,1.0,1
66.0,145.0,74.0,10.0,82.0,15.0,27.0,0.0,74.0,3.0,0
60.0,330.0,162.0,18.0,83.0,2.0,22.0,0.0,70.0,7.0,0
61.0,231.0,80.0,29.0,97.0,19.0,42.0,0.0,51.0,7.0,0
63.0,198.0,54.0,19.0,90.0,1.0,60.0,0.0,72.0,3.0,0
81.0,131.0,59.0,19.0,90.0,15.0,30.0,0.0,3.0,1.0,0
64.0,298.0,60.0,28.0,90.0,3.0,45.0,0.0,31.0,6.0,1
64.0,283.0,94.0,30.0,88.0,3.0,33.0,0.0,31.0,10.0,0
67.0,158.0,51.0,28.0,97.0,21.879546809779367,45.0,0.0,44.0,5.0,0
71.0,270.0,128.0,20.0,100.0,21.879546809779367,50.0,0.0,95.0,4.0,1
80.0,174.0,94.0,20.0,100.0,21.879546809779367,25.0,0.0,55.0,7.0,0
64.0,192.0,76.0,22.0,96.0,16.0,32.0,0.0,67.0,6.0,0
57.0,167.0,58.0,22.0,88.0,10.0,33.0,0.0,69.0,7.0,1
63.0,316.0,92.0,27.0,85.0,31.0,30.0,0.0,76.0,11.0,0
66.0,105.0,41.0,13.0,85.0,3.0,54.0,0.0,36.0,1.0,0
58.0,71.0,32.0,17.0,94.0,2.0,28.0,0.0,69.0,6.0,0
61.0,169.0,82.0,10.0,64.0,1.0,18.0,0.0,85.0,1.0,0
60.0,134.0,55.0,38.0,92.0,5.0,46.0,0.0,42.0,11.0,0
68.0,168.0,76.0,18.0,94.0,7.0,28.0,0.0,33.0,3.0,0
89.0,355.0,117.0,18.0,100.0,21.879546809779367,17.0,0.0,1.0,1.0,1
80.0,174.0,83.0,20.0,95.0,21.879546809779367,43.0,0.0,34.857718120805366,1.0,1
75.0,127.0,54.0,16.0,94.0,47.0,44.0,0.0,4.0,2.0,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
52.0,141.0,75.0,22.0,75.0,18.0,39.0,0.0,61.0,3.0,0
72.06044011763512,115.0,78.0,3.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
75.0,138.0,61.0,10.0,73.0,13.0,18.0,0.0,0.0,1.0,0
73.0,196.0,85.0,31.0,97.0,23.0,42.0,0.0,53.0,4.0,1
61.0,261.0,95.0,28.0,89.0,7.0,39.0,0.0,67.0,10.0,0
76.0,254.0,85.0,16.0,100.0,21.879546809779367,31.0,0.0,49.0,2.0,1
58.0,188.0,83.0,8.0,64.0,2.0,9.0,0.0,59.0,5.0,0
64.0,76.0,46.0,19.0,95.0,6.0,55.0,0.0,87.0,4.0,0
65.0,172.0,68.0,28.0,66.0,22.0,28.0,0.0,45.0,8.0,0
75.0,260.0,101.0,9.0,58.0,28.0,33.0,0.0,12.0,2.0,1
61.0,137.0,52.0,12.0,93.0,6.0,20.0,0.0,22.0,2.0,0
73.0,418.0,111.0,18.0,90.0,4.0,25.0,0.0,11.0,2.0,1
75.0,394.0,75.0,47.0,98.0,29.0,24.0,0.0,13.0,8.0,1
59.0,185.0,76.0,21.0,83.0,11.0,63.0,0.0,59.0,2.0,0
75.0,340.0,111.0,19.0,96.0,78.0,13.0,0.0,41.0,6.0,0
88.0,204.0,77.0,20.0,95.0,71.0,25.0,0.0,8.0,2.0,1
60.0,8.0,8.0,3.0,100.0,21.879546809779367,0.0,0.0,29.0,2.0,0
63.0,137.0,75.0,20.0,81.0,0.0,19.0,0.0,34.0,3.0,0
57.0,14.0,8.0,3.0,100.0,21.879546809779367,33.0,0.0,96.0,2.0,0
58.0,192.0,95.0,21.0,90.0,3.0,10.0,0.0,51.0,5.0,0
63.0,208.0,86.0,39.0,95.0,9.0,45.0,0.0,5.0,6.0,0
63.0,369.0,131.0,21.0,100.0,21.879546809779367,57.0,0.0,78.0,4.0,1
70.0,293.0,88.0,21.0,100.0,21.879546809779367,43.0,0.0,56.0,5.0,0
59.0,156.0,63.0,17.0,82.0,21.879546809779367,24.0,0.0,35.0,6.0,0
67.0,332.0,122.0,28.0,88.0,23.0,55.0,0.0,60.0,4.0,1
65.0,90.0,37.0,12.0,92.0,51.0,38.0,0.0,82.0,4.0,0
69.0,434.0,141.0,18.0,95.0,4.0,37.0,0.0,47.0,5.0,0
70.0,288.0,67.0,32.0,97.0,21.879546809779367,21.0,0.0,25.0,9.0,1
58.0,122.0,55.0,38.0,98.0,2.0,44.0,0.0,4.0,3.0,1
64.0,164.0,70.0,16.0,89.0,69.0,11.0,0.0,89.0,9.0,0
55.0,278.0,97.0,8.0,73.0,2.0,36.0,0.0,93.0,4.0,0
87.0,369.0,177.0,18.0,100.0,21.879546809779367,26.0,0.0,11.0,3.0,1
57.0,118.0,54.0,2.0,38.0,10.0,40.0,0.0,40.0,1.0,0
76.0,257.0,100.0,4.0,100.0,21.879546809779367,25.0,0.0,80.0,3.0,0
63.0,110.0,62.0,16.0,81.0,13.0,44.0,0.0,68.0,4.0,0
65.0,120.0,63.0,5.0,80.0,18.0,80.0,0.0,34.857718120805366,4.102110138960371,0
68.0,318.0,109.0,26.0,96.0,6.0,19.0,0.0,31.0,8.0,1
57.0,86.0,36.0,28.0,90.0,23.0,28.0,0.0,53.0,10.0,0
87.0,272.0,95.0,13.0,100.0,21.879546809779367,31.0,0.0,21.0,3.0,1
72.0,7.0,6.0,2.0,100.0,21.879546809779367,0.0,0.0,66.0,2.0,0
65.0,79.0,40.0,11.0,77.0,8.0,46.0,0.0,0.0,0.0,0
70.0,383.0,108.0,23.0,96.0,74.0,46.0,0.0,39.0,4.0,1
77.0,199.0,64.0,22.0,96.0,22.0,46.0,0.0,0.0,1.0,0
60.0,199.0,53.0,23.0,74.0,2.0,17.0,0.0,36.0,11.0,0
58.0,132.0,72.0,18.0,92.0,1.0,46.0,0.0,54.0,2.0,0
81.0,213.0,119.0,30.0,94.0,35.0,41.0,0.0,4.0,2.0,1
86.0,129.0,74.0,17.0,100.0,21.879546809779367,35.0,0.0,10.0,3.0,0
72.0,389.0,71.0,8.0,82.0,8.0,64.0,0.0,2.0,1.0,0
65.0,144.0,84.0,9.0,73.0,54.0,18.0,0.0,78.0,7.0,0
63.0,62.0,20.0,7.0,88.0,26.0,50.0,0.0,43.0,3.0,0
77.0,70.0,37.0,9.0,100.0,21.879546809779367,11.0,0.0,14.0,2.0,1
75.0,230.0,95.0,19.0,100.0,21.879546809779367,33.0,0.0,47.0,6.0,1
84.0,373.0,107.0,32.0,100.0,21.879546809779367,38.0,0.0,14.0,7.0,1
59.0,117.0,73.0,7.0,50.0,17.0,50.0,0.0,76.0,1.0,0
59.0,139.0,56.0,15.0,93.0,3.0,53.0,0.0,80.0,5.0,0
55.0,247.0,79.0,32.0,83.0,4.0,31.0,0.0,93.0,8.0,0
74.0,165.0,67.0,16.0,82.0,10.0,12.0,0.0,2.0,2.0,1
77.0,206.0,80.0,27.0,96.0,31.0,43.0,0.0,31.0,5.0,1
65.0,130.0,59.0,10.0,69.0,46.0,38.0,0.0,9.0,1.0,0
64.0,264.0,86.0,10.0,79.0,14.0,36.0,0.0,79.0,4.0,0
75.0,146.0,58.0,18.0,100.0,21.879546809779367,55.0,0.0,47.0,2.0,0
64.0,174.0,63.0,17.0,89.0,1.0,44.0,0.0,6.0,1.0,0
75.0,326.0,61.0,19.0,100.0,21.879546809779367,5.0,0.0,20.0,6.0,1
67.0,187.0,67.0,15.0,88.0,2.0,41.0,0.0,60.0,5.0,0
56.0,184.0,113.0,19.0,56.0,4.0,22.0,0.0,50.0,9.0,0
73.0,134.0,54.0,50.0,100.0,21.879546809779367,50.0,0.0,36.0,6.0,0
69.0,165.0,70.0,10.0,85.0,62.0,54.0,0.0,90.0,5.0,0
50.0,178.0,91.0,10.0,56.0,3.0,56.0,0.0,65.0,3.0,0
67.0,342.0,64.0,19.0,89.0,2.0,37.0,0.0,14.0,2.0,0
68.0,107.0,36.0,16.0,100.0,21.879546809779367,47.0,0.0,64.0,6.0,0
71.0,219.0,69.0,29.0,100.0,21.879546809779367,35.0,0.0,42.0,5.0,1
63.0,126.0,41.0,5.0,83.0,8.0,50.0,0.0,90.0,1.0,0
77.0,338.0,109.0,16.0,90.0,65.0,14.0,0.0,2.0,1.0,1
60.0,198.0,92.0,12.0,81.0,21.0,69.0,0.0,93.0,2.0,0
75.0,167.0,70.0,7.0,88.0,21.879546809779367,25.0,0.0,18.0,2.0,1
61.0,188.0,90.0,21.0,76.0,3.0,28.0,2.4777188328912465,60.0,4.0,0
74.0,173.0,96.0,37.0,100.0,21.879546809779367,45.0,2.4777188328912465,41.0,3.0,1
80.0,191.0,146.0,59.0,100.0,21.879546809779367,27.0,2.4777188328912465,17.0,6.0,1
60.0,160.0,62.0,26.0,96.0,3.0,75.0,2.4777188328912465,57.0,5.0,0
87.0,441.0,114.0,20.0,100.0,21.879546809779367,30.0,2.4777188328912465,3.0,2.0,1
86.0,255.0,120.0,19.0,95.0,21.879546809779367,40.0,2.4777188328912465,4.0,3.0,1
66.0,133.0,128.0,14.0,80.0,8.0,60.0,2.4777188328912465,44.0,4.0,0
64.0,116.0,53.0,18.0,90.0,54.0,45.0,2.4777188328912465,72.0,6.0,1
79.0,138.0,56.0,26.0,100.0,21.879546809779367,19.0,2.4777188328912465,12.0,4.0,1
67.0,95.0,64.0,13.0,100.0,21.879546809779367,85.0,2.4777188328912465,79.0,2.0,0
62.0,173.0,86.0,14.0,86.0,5.0,50.0,2.4777188328912465,74.0,3.0,1
66.0,74.0,43.0,13.0,100.0,21.879546809779367,23.0,2.4777188328912465,68.0,5.0,1
50.0,211.0,98.0,15.0,48.0,2.0,19.0,2.4777188328912465,23.0,2.0,0
64.0,209.0,110.0,21.0,92.0,14.0,42.0,2.4777188328912465,57.0,4.0,0
70.0,159.0,113.0,14.0,89.0,11.0,26.0,2.4777188328912465,13.0,3.0,0
50.0,56.0,35.0,4.0,75.0,2.0,25.0,2.4777188328912465,68.0,1.0,0
67.0,257.0,111.0,16.0,68.0,5.0,37.0,2.4777188328912465,17.0,4.0,0
85.0,253.0,106.0,17.0,100.0,21.879546809779367,32.0,2.4777188328912465,34.0,3.0,1
87.0,177.0,58.0,10.0,100.0,21.879546809779367,36.0,2.4777188328912465,2.0,2.0,1
70.0,121.0,37.0,11.0,100.0,21.879546809779367,18.0,2.4777188328912465,84.0,5.0,0
77.0,243.0,113.0,26.0,100.0,21.879546809779367,31.0,2.4777188328912465,36.0,8.0,1
72.0,74.0,39.0,14.0,86.0,18.0,64.0,2.4777188328912465,7.0,2.0,0
89.0,379.0,201.0,3.0,100.0,21.879546809779367,33.0,2.4777188328912465,0.0,0.0,1
89.0,167.0,79.0,25.0,100.0,21.879546809779367,39.0,2.4777188328912465,3.0,1.0,1
60.0,184.0,69.0,35.0,100.0,21.879546809779367,26.0,2.4777188328912465,66.0,12.0,0
56.0,106.0,31.0,40.0,100.0,21.879546809779367,46.0,2.4777188328912465,57.0,14.0,0
69.0,182.0,136.0,10.0,54.0,9.0,38.0,2.4777188328912465,46.0,1.0,0
83.0,50.0,27.0,8.0,100.0,21.879546809779367,63.0,2.4777188328912465,10.0,2.0,0
63.0,66.0,52.0,3.0,75.0,6.0,75.0,2.4777188328912465,71.0,1.0,0
82.0,178.0,73.0,18.0,95.0,21.879546809779367,40.0,2.4777188328912465,4.0,3.0,1
63.0,80.0,55.0,31.0,100.0,21.879546809779367,13.0,2.4777188328912465,58.0,11.0,0
74.0,129.0,70.0,20.0,100.0,21.879546809779367,32.0,2.4777188328912465,61.0,6.0,0
81.0,158.0,87.0,34.0,100.0,21.879546809779367,31.0,2.4777188328912465,19.0,7.0,1
73.0,246.0,105.0,22.0,91.0,13.0,32.0,2.4777188328912465,19.0,4.0,0
69.0,165.0,49.0,24.0,100.0,21.879546809779367,33.0,2.4777188328912465,45.0,6.0,0
64.0,117.0,61.0,18.0,74.0,15.0,47.0,2.4777188328912465,70.0,3.0,0
76.0,282.0,64.0,39.0,100.0,21.879546809779367,28.0,2.4777188328912465,14.0,6.0,1
68.0,160.0,71.0,26.0,84.0,37.0,45.0,2.4777188328912465,0.0,0.0,0
76.0,346.0,120.0,27.0,100.0,21.879546809779367,37.0,2.4777188328912465,68.0,5.0,0
67.0,93.0,36.0,19.0,100.0,21.879546809779367,80.0,2.4777188328912465,24.0,2.0,0
64.0,151.0,65.0,30.0,100.0,21.879546809779367,19.0,2.4777188328912465,56.0,10.0,0
61.0,243.0,104.0,20.0,86.0,2.0,36.0,2.4777188328912465,90.0,4.0,0
82.0,252.0,191.0,13.0,77.0,21.0,8.0,2.4777188328912465,4.0,1.0,1
59.0,185.0,79.0,35.0,97.0,9.0,9.0,2.4777188328912465,73.0,11.0,0
82.0,145.0,77.0,45.0,100.0,21.879546809779367,69.0,2.4777188328912465,13.0,5.0,0
69.0,192.0,106.0,27.0,88.0,15.0,53.0,2.4777188328912465,15.0,4.0,0
85.0,176.0,71.0,29.0,100.0,21.879546809779367,34.0,2.4777188328912465,1.0,2.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
83.0,302.0,99.0,28.0,100.0,21.879546809779367,18.0,2.4777188328912465,12.0,3.0,1
84.0,247.0,84.0,22.0,100.0,21.879546809779367,50.0,2.4777188328912465,25.0,4.0,1
54.0,188.0,73.0,35.0,87.0,0.0,66.0,2.4777188328912465,103.0,5.0,0
63.0,153.0,106.0,9.0,67.0,22.0,47.0,2.4777188328912465,0.0,0.0,0
68.0,156.0,46.0,10.0,91.0,21.879546809779367,27.0,2.4777188328912465,74.0,4.0,0
63.0,203.0,78.0,40.0,98.0,63.0,55.0,2.4777188328912465,80.0,3.0,0
67.0,48.0,38.0,2.0,67.0,6.0,0.0,2.4777188328912465,5.0,1.0,0
71.0,226.0,76.0,44.0,100.0,21.879546809779367,24.0,2.4777188328912465,70.0,4.0,1
88.0,206.0,108.0,36.0,100.0,21.879546809779367,19.0,2.4777188328912465,1.0,4.0,1
69.0,150.0,78.0,34.0,91.0,70.0,20.0,2.4777188328912465,27.0,4.0,1
82.0,199.0,97.0,18.0,94.0,28.0,17.0,2.4777188328912465,17.0,5.0,0
69.0,155.0,52.0,31.0,100.0,21.879546809779367,29.0,2.4777188328912465,51.0,3.0,0
67.0,160.0,49.0,27.0,97.0,48.0,45.0,2.4777188328912465,30.0,5.0,1
69.0,79.0,50.0,12.0,100.0,21.879546809779367,75.0,2.4777188328912465,22.0,2.0,0
85.0,109.0,73.0,4.0,100.0,21.879546809779367,0.0,2.4777188328912465,2.0,1.0,1
87.0,228.0,77.0,30.0,100.0,21.879546809779367,10.0,2.4777188328912465,6.0,7.0,0
76.0,191.0,76.0,18.0,100.0,21.879546809779367,50.0,2.4777188328912465,67.0,5.0,0
61.0,142.0,74.0,24.0,81.0,14.0,70.0,2.4777188328912465,51.0,4.0,0
83.0,185.0,103.0,13.0,92.0,77.0,15.0,2.4777188328912465,7.0,4.0,1
75.0,133.0,59.0,12.0,77.0,46.0,54.0,2.4777188328912465,60.0,3.0,0
60.0,162.0,81.0,7.0,78.0,2.0,56.0,2.4777188328912465,102.0,2.0,0
69.0,193.0,68.0,29.0,87.0,54.0,50.0,2.4777188328912465,60.0,2.0,1
71.0,243.0,65.0,29.0,97.0,5.0,10.0,2.4777188328912465,4.0,5.0,0
65.0,79.0,54.0,6.0,75.0,8.0,38.0,2.4777188328912465,77.0,4.0,0
78.0,124.0,67.0,25.0,100.0,21.879546809779367,28.0,2.4777188328912465,13.0,4.0,1
68.0,190.0,64.0,13.0,71.0,34.0,29.0,2.4777188328912465,37.0,8.0,0
62.0,149.0,64.0,11.0,83.0,18.0,33.0,2.4777188328912465,35.0,3.0,0
70.0,252.0,79.0,50.0,98.0,24.0,32.0,2.4777188328912465,28.0,3.0,1
84.0,307.0,86.0,18.0,95.0,75.0,21.0,2.4777188328912465,7.0,4.0,0
66.0,102.0,52.0,35.0,100.0,21.879546809779367,49.0,2.4777188328912465,87.0,5.0,0
68.0,41.0,23.0,7.0,100.0,21.879546809779367,14.0,2.4777188328912465,18.0,4.0,0
59.0,117.0,98.0,14.0,87.0,3.0,53.0,2.4777188328912465,4.0,2.0,0
80.0,136.0,49.0,24.0,100.0,21.879546809779367,20.0,2.4777188328912465,11.0,2.0,1
74.0,198.0,80.0,22.0,100.0,21.879546809779367,27.0,2.4777188328912465,59.0,4.0,1
60.0,201.0,75.0,25.0,93.0,3.0,32.0,2.4777188328912465,59.0,6.0,0
89.0,122.0,60.0,44.0,100.0,21.879546809779367,79.0,2.4777188328912465,2.0,1.0,1
62.0,197.0,60.0,43.0,100.0,21.879546809779367,44.0,2.4777188328912465,103.0,14.0,1
80.0,261.0,104.0,22.0,100.0,21.879546809779367,59.0,2.4777188328912465,39.0,3.0,1
80.0,136.0,63.0,11.0,91.0,21.0,36.0,2.4777188328912465,19.0,2.0,1
70.0,23.0,12.0,2.0,100.0,21.879546809779367,67.0,2.4777188328912465,0.0,0.0,0
62.0,165.0,71.0,28.0,86.0,20.0,41.0,2.4777188328912465,39.0,4.0,0
82.0,78.0,36.0,26.0,100.0,21.879546809779367,8.0,2.4777188328912465,1.0,1.0,1
79.0,190.0,53.0,27.0,100.0,21.879546809779367,4.0,2.4777188328912465,55.0,2.0,0
79.0,164.0,102.0,23.0,96.0,34.0,15.0,2.4777188328912465,9.0,4.0,0
74.0,183.0,77.0,11.0,92.0,70.0,17.0,2.4777188328912465,58.0,6.0,0
90.0,234.0,128.0,32.0,100.0,21.879546809779367,38.0,2.4777188328912465,1.0,2.0,1
85.0,132.0,76.0,16.0,100.0,21.879546809779367,50.0,2.4777188328912465,10.0,3.0,0
66.0,200.7691029900332,63.0,23.0,96.0,31.0,24.0,2.4777188328912465,73.0,8.0,0
64.0,254.0,95.0,59.0,95.0,4.0,67.0,2.4777188328912465,21.0,5.0,0
80.0,382.0,90.0,21.0,95.0,69.0,0.0,2.4777188328912465,0.0,3.0,1
